     	ε    	proc   	id    	(    	)    	{    	}    record  	;    	struct  	*    	=    	,    	int   	float  	bool   	char   	[    	num   	]    	if    	else   	do    	while  	call   	return  	Opens  	+    	real   	string  	||    	&&    	!    	true   	false  	<    	<=    	>    	>=    	==    	!=    	$    	P'    	P    	D    	A    	M    	T    	X    	C    	S    	MachedS 	OpenS  	L    	E    	G    	F    	B    	H    	I    	Relop  	Elist  
66    	--    	--    	--    	--    	--    	s67   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
67    	--    	s72   	--    	--    	--    	--    	--    	s393   	--    	s402   	--    	--    	--    	s92   	s93   	s94   	s95   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	68    	--    	--    	398   	408   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
68    	--    	s72   	--    	--    	--    	--    	s69   	s393   	--    	s402   	--    	--    	--    	s92   	s93   	s94   	s95   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	71    	--    	--    	398   	408   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
69    	--    	--    	--    	--    	--    	--    	--    	--    	s70   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
70    	--    	r8    	r8    	--    	--    	--    	r8    	r8    	--    	r8    	--    	--    	--    	r8    	r8    	r8    	r8    	--    	--    	--    	r8    	--    	r8    	--    	r8    	r8    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
71    	--    	s72   	--    	--    	--    	--    	r4    	s393   	--    	s402   	--    	--    	--    	s92   	s93   	s94   	s95   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	71    	--    	--    	398   	408   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
72    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s387   	s388   	s389   	s390   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	73    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
73    	--    	--    	s74   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
74    	--    	--    	--    	s75   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
75    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s387   	s388   	s389   	s390   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	76    	--    	391   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
76    	--    	--    	--    	--    	s77   	--    	--    	--    	--    	--    	--    	--    	s384   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
77    	--    	--    	--    	--    	--    	s78   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
78    	--    	s21   	s271   	--    	--    	--    	r3    	s30   	--    	s65   	--    	--    	--    	s92   	s93   	s94   	s95   	--    	--    	--    	s96   	--    	s136   	--    	s338   	s344   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	79    	16    	--    	--    	35    	81    	--    	19    	90    	91    	110   	--    	--    	--    	--    	--    	--    	--    	--    	
79    	--    	--    	--    	--    	--    	--    	s80   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
80    	--    	r5    	--    	--    	--    	--    	r5    	r5    	--    	r5    	--    	--    	--    	r5    	r5    	r5    	r5    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
81    	--    	--    	r21   	--    	--    	--    	--    	--    	--    	--    	s82   	--    	--    	--    	--    	--    	--    	s86   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	85    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
82    	--    	--    	s83   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
83    	--    	--    	--    	--    	--    	--    	--    	--    	s84   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
84    	--    	r9    	r9    	--    	--    	--    	r9    	r9    	--    	r9    	--    	--    	--    	r9    	r9    	r9    	r9    	--    	--    	--    	r9    	--    	r9    	--    	r9    	r9    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
85    	--    	--    	r15   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
86    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s87   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
87    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s88   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
88    	--    	--    	r21   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s86   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	89    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
89    	--    	--    	r20   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
90    	--    	r22   	r22   	--    	--    	--    	r22   	r22   	--    	r22   	--    	--    	--    	r22   	r22   	r22   	r22   	--    	--    	--    	r22   	--    	r22   	--    	r22   	r22   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
91    	--    	r23   	r23   	--    	--    	--    	r23   	r23   	--    	r23   	--    	--    	--    	r23   	r23   	r23   	r23   	--    	--    	--    	r23   	--    	r23   	--    	r23   	r23   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
92    	--    	--    	r16   	--    	--    	--    	--    	--    	--    	--    	r16   	--    	--    	--    	--    	--    	--    	r16   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
93    	--    	--    	r17   	--    	--    	--    	--    	--    	--    	--    	r17   	--    	--    	--    	--    	--    	--    	r17   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
94    	--    	--    	r18   	--    	--    	--    	--    	--    	--    	--    	r18   	--    	--    	--    	--    	--    	--    	r18   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
95    	--    	--    	r19   	--    	--    	--    	--    	--    	--    	--    	r19   	--    	--    	--    	--    	--    	--    	r19   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
96    	--    	--    	--    	s97   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
97    	--    	--    	s212   	s149   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s211   	--    	--    	--    	--    	--    	--    	--    	--    	--    	s213   	s214   	--    	--    	s147   	s202   	s203   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	204   	216   	215   	98    	187   	198   	--    	--    	
98    	--    	--    	--    	--    	s99   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s143   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
99    	--    	--    	s271   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s348   	--    	s367   	--    	s374   	s380   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	347   	100   	91    	383   	--    	--    	--    	--    	--    	--    	--    	--    	
100   	--    	r22   	r22   	--    	--    	--    	r22   	r22   	--    	r22   	--    	--    	--    	r22   	r22   	r22   	r22   	--    	--    	--    	r22   	s101   	r22   	--    	r22   	r22   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
101   	--    	--    	s271   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s104   	--    	s136   	--    	s338   	s344   	s103   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	102   	--    	110   	--    	--    	--    	--    	--    	--    	--    	--    	
